"city","city_ascii","lat","lng","country","iso2","iso3","admin_name","capital","population","id"
"Capitol Hill","Capitol Hill","15.2137","145.7546","Northern Mariana Islands","MP","MNP","","primary","2500","1580556972"
"Renton","Renton","47.4758","-122.1905","United States","US","USA","Washington","","101379","1840019827"
"Chehalis","Chehalis","46.6637","-122.9647","United States","US","USA","Washington","","7533","1840018472"
"Mercer Island","Mercer Island","47.5625","-122.2265","United States","US","USA","Washington","","25261","1840019830"
"Lynnwood","Lynnwood","47.8285","-122.3034","United States","US","USA","Washington","","38273","1840019788"
"Centralia","Centralia","46.7226","-122.9695","United States","US","USA","Washington","","41643.0","1840018471"
"Mountlake Terrace","Mountlake Terrace","47.7920","-122.3076","United States","US","USA","Washington","","21337","1840019792"
"Seattle","Seattle","47.6211","-122.3244","United States","US","USA","Washington","","3643765.0","1840021117"
"Liberty Lake","Liberty Lake","47.6687","-117.1032","United States","US","USA","Washington","","9893","1840037678"
"Airway Heights","Airway Heights","47.6459","-117.5792","United States","US","USA","Washington","","8166","1840018399"
"Brier","Brier","47.7922","-122.2734","United States","US","USA","Washington","","6884","1840018379"
"Port Townsend","Port Townsend","48.1220","-122.7872","United States","US","USA","Washington","","8804.0","1840019797"
"Oak Harbor","Oak Harbor","48.2965","-122.6330","United States","US","USA","Washington","","34663.0","1840019779"
"Anacortes","Anacortes","48.4878","-122.6292","United States","US","USA","Washington","","17955.0","1840018366"
"Grandview","Grandview","46.2431","-119.9084","United States","US","USA","Washington","","18858.0","1840019871"
"Quincy","Quincy","47.2345","-119.8520","United States","US","USA","Washington","","7756.0","1840019818"
"Kelso","Kelso","46.1248","-122.8908","United States","US","USA","Washington","","12130","1840018503"
"Cheney","Cheney","47.4902","-117.5789","United States","US","USA","Washington","","12421.0","1840018398"
"Lacey","Lacey","47.0450","-122.7931","United States","US","USA","Washington","","49748","1840019866"
"Sultan","Sultan","47.8702","-121.8041","United States","US","USA","Washington","","8803.0","1840021080"
"Edmonds","Edmonds","47.8114","-122.3533","United States","US","USA","Washington","","42209","1840037645"
"Lake Forest Park","Lake Forest Park","47.7596","-122.2879","United States","US","USA","Washington","","13392","1840019837"
"Yakima","Yakima","46.5923","-120.5496","United States","US","USA","Washington","","133233.0","1840021154"
"Pacific","Pacific","47.2610","-122.2507","United States","US","USA","Washington","","7184","1840019834"
"Lynden","Lynden","48.9503","-122.4544","United States","US","USA","Washington","","17340.0","1840019752"
"Federal Way","Federal Way","47.3090","-122.3359","United States","US","USA","Washington","","96690","1840019826"
"Mill Creek","Mill Creek","47.8633","-122.2034","United States","US","USA","Washington","","20832","1840019790"
"Lakewood","Lakewood","47.1628","-122.5299","United States","US","USA","Washington","","60296","1840019860"
"Port Angeles","Port Angeles","48.1142","-123.4565","United States","US","USA","Washington","","23865.0","1840019782"
"Longview","Longview","46.1460","-122.9630","United States","US","USA","Washington","","65619.0","1840019904"
"Wapato","Wapato","46.4434","-120.4215","United States","US","USA","Washington","","7686.0","1840021153"
"Arlington","Arlington","48.1697","-122.1446","United States","US","USA","Washington","","19212","1840018378"
"Sammamish","Sammamish","47.6019","-122.0419","United States","US","USA","Washington","","64548","1840021115"
"Covington","Covington","47.3668","-122.1044","United States","US","USA","Washington","","20916","1840018425"
"Wenatchee","Wenatchee","47.4338","-120.3285","United States","US","USA","Washington","","71512.0","1840021074"
"Mattawa","Mattawa","46.7364","-119.9019","United States","US","USA","Washington","","5122.0","1840022292"
"Selah","Selah","46.6482","-120.5389","United States","US","USA","Washington","","7859","1840021149"
"Omak","Omak","48.4227","-119.5159","United States","US","USA","Washington","","8130.0","1840019761"
"Sedro-Woolley","Sedro-Woolley","48.5113","-122.2320","United States","US","USA","Washington","","11838","1840021066"
"Sunnyside","Sunnyside","46.3159","-120.0058","United States","US","USA","Washington","","17927.0","1840021150"
"Normandy Park","Normandy Park","47.4344","-122.3436","United States","US","USA","Washington","","6649","1840019832"
"SeaTac","SeaTac","47.4445","-122.2986","United States","US","USA","Washington","","29140","1840021116"
"Steilacoom","Steilacoom","47.1700","-122.5935","United States","US","USA","Washington","","6337","1840022309"
"Ridgefield","Ridgefield","45.8116","-122.7052","United States","US","USA","Washington","","7117.0","1840019909"
"Kennewick","Kennewick","46.1979","-119.1732","United States","US","USA","Washington","","232915.0","1840018481"
"Pullman","Pullman","46.7342","-117.1661","United States","US","USA","Washington","","33276.0","1840019864"
"West Richland","West Richland","46.3115","-119.3997","United States","US","USA","Washington","","14596","1840021168"
"Colville","Colville","48.5454","-117.8986","United States","US","USA","Washington","","5064.0","1840018361"
"Prosser","Prosser","46.2066","-119.7662","United States","US","USA","Washington","","6264","1840019890"
"Maple Valley","Maple Valley","47.3660","-122.0369","United States","US","USA","Washington","","25758","1840019828"
"Auburn","Auburn","47.3041","-122.2110","United States","US","USA","Washington","","80776","1840018416"
"Connell","Connell","46.6626","-118.8404","United States","US","USA","Washington","","5360.0","1840018479"
"Bainbridge Island","Bainbridge Island","47.6439","-122.5434","United States","US","USA","Washington","","24522","1840018409"
"Edgewood","Edgewood","47.2309","-122.2832","United States","US","USA","Washington","","11213","1840019852"
"Burlington","Burlington","48.4677","-122.3298","United States","US","USA","Washington","","8783","1840018367"
"Othello","Othello","46.8222","-119.1651","United States","US","USA","Washington","","12375.0","1840019862"
"University Place","University Place","47.2148","-122.5460","United States","US","USA","Washington","","33401","1840021130"
"Poulsbo","Poulsbo","47.7417","-122.6407","United States","US","USA","Washington","","10670","1840019822"
"Hoquiam","Hoquiam","46.9863","-123.9023","United States","US","USA","Washington","","8500","1840019845"
"Ephrata","Ephrata","47.3119","-119.5344","United States","US","USA","Washington","","7275.0","1840019813"
"Kent","Kent","47.3887","-122.2128","United States","US","USA","Washington","","128458","1840018424"
"Mukilteo","Mukilteo","47.9094","-122.3035","United States","US","USA","Washington","","21469","1840019793"
"Kirkland","Kirkland","47.6997","-122.2041","United States","US","USA","Washington","","88630","1840019836"
"Redmond","Redmond","47.6762","-122.1166","United States","US","USA","Washington","","64291","1840019835"
"Tukwila","Tukwila","47.4748","-122.2727","United States","US","USA","Washington","","20144","1840021120"
"Yelm","Yelm","46.9398","-122.6261","United States","US","USA","Washington","","16504.0","1840021146"
"Olympia","Olympia","47.0418","-122.8959","United States","US","USA","Washington","admin","196078.0","1840019865"
"Fife","Fife","47.2328","-122.3517","United States","US","USA","Washington","","10154","1840019853"
"Port Orchard","Port Orchard","47.5160","-122.6615","United States","US","USA","Washington","","13997","1840019821"
"Bremerton","Bremerton","47.5436","-122.7122","United States","US","USA","Washington","","216480.0","1840018410"
"Lake Stevens","Lake Stevens","48.0029","-122.0960","United States","US","USA","Washington","","32785","1840019794"
"Montesano","Montesano","47.0102","-123.5858","United States","US","USA","Washington","","8494.0","1840019847"
"Tacoma","Tacoma","47.2431","-122.4531","United States","US","USA","Washington","","213418","1840021129"
"Woodinville","Woodinville","47.7569","-122.1478","United States","US","USA","Washington","","11997","1840021121"
"Ocean Shores","Ocean Shores","46.9685","-124.1521","United States","US","USA","Washington","","5553.0","1840019849"
"Sequim","Sequim","48.0747","-123.0944","United States","US","USA","Washington","","20750.0","1840021076"
"Moses Lake","Moses Lake","47.1285","-119.2741","United States","US","USA","Washington","","37774.0","1840019817"
"Puyallup","Puyallup","47.1794","-122.2902","United States","US","USA","Washington","","41001","1840019859"
"Sumner","Sumner","47.2189","-122.2338","United States","US","USA","Washington","","10093","1840021128"
"Walla Walla","Walla Walla","46.0670","-118.3365","United States","US","USA","Washington","","57779.0","1840021174"
"Bothell","Bothell","47.7736","-122.2044","United States","US","USA","Washington","","45533","1840018419"
"Tumwater","Tumwater","46.9890","-122.9172","United States","US","USA","Washington","","22973","1840021145"
"Duvall","Duvall","47.7354","-121.9725","United States","US","USA","Washington","","7813","1840018427"
"Monroe","Monroe","47.8596","-121.9853","United States","US","USA","Washington","","18789","1840019791"
"Clarkston","Clarkston","46.4152","-117.0502","United States","US","USA","Washington","","7396","1840018499"
"Gig Harbor","Gig Harbor","47.3353","-122.5968","United States","US","USA","Washington","","9507","1840019855"
"Des Moines","Des Moines","47.3914","-122.3154","United States","US","USA","Washington","","31238","1840018426"
"Snohomish","Snohomish","47.9277","-122.0970","United States","US","USA","Washington","","10089","1840021078"
"Richland","Richland","46.2826","-119.2938","United States","US","USA","Washington","","56243","1840019889"
"Woodland","Woodland","45.9149","-122.7504","United States","US","USA","Washington","","6531.0","1840021181"
"Washougal","Washougal","45.5812","-122.3433","United States","US","USA","Washington","","15711","1840021190"
"Bonney Lake","Bonney Lake","47.1788","-122.1699","United States","US","USA","Washington","","20675","1840018454"
"Spokane Valley","Spokane Valley","47.6625","-117.2346","United States","US","USA","Washington","","97847","1840021094"
"Bellevue","Bellevue","47.5953","-122.1551","United States","US","USA","Washington","","144444","1840018417"
"Marysville","Marysville","48.0809","-122.1558","United States","US","USA","Washington","","166541.0","1840019789"
"Newcastle","Newcastle","47.5303","-122.1633","United States","US","USA","Washington","","11681","1840019831"
"North Bend","North Bend","47.4898","-121.7738","United States","US","USA","Washington","","6821","1840019833"
"Snoqualmie","Snoqualmie","47.5293","-121.8412","United States","US","USA","Washington","","26054.0","1840021119"
"Enumclaw","Enumclaw","47.2017","-121.9897","United States","US","USA","Washington","","11784","1840019825"
"Shelton","Shelton","47.2188","-123.1127","United States","US","USA","Washington","","19296.0","1840021123"
"Bellingham","Bellingham","48.7543","-122.4687","United States","US","USA","Washington","","126015.0","1840018346"
"Kenmore","Kenmore","47.7532","-122.2459","United States","US","USA","Washington","","22867","1840018423"
"Ellensburg","Ellensburg","46.9994","-120.5470","United States","US","USA","Washington","","23471.0","1840019841"
"DuPont","DuPont","47.1079","-122.6496","United States","US","USA","Washington","","9487","1840018457"
"Granite Falls","Granite Falls","48.0874","-121.9704","United States","US","USA","Washington","","6565.0","1840019787"
"Milton","Milton","47.2522","-122.3154","United States","US","USA","Washington","","8230","1840019857"
"Stanwood","Stanwood","48.2448","-122.3431","United States","US","USA","Washington","","7161.0","1840021079"
"East Wenatchee","East Wenatchee","47.4172","-120.2809","United States","US","USA","Washington","","13983","1840019795"
"Spokane","Spokane","47.6671","-117.4330","United States","US","USA","Washington","","403043.0","1840021093"
"Chelan","Chelan","47.8417","-120.0270","United States","US","USA","Washington","","6078.0","1840018369"
"Camas","Camas","45.6003","-122.4306","United States","US","USA","Washington","","23331","1840018524"
"Blaine","Blaine","48.9839","-122.7414","United States","US","USA","Washington","","5311","1840018347"
"Union Gap","Union Gap","46.5567","-120.4969","United States","US","USA","Washington","","6161","1840021152"
"Pasco","Pasco","46.2503","-119.1298","United States","US","USA","Washington","","73013","1840019888"
"Issaquah","Issaquah","47.5421","-122.0445","United States","US","USA","Washington","","37487","1840018422"
"Toppenish","Toppenish","46.3807","-120.3124","United States","US","USA","Washington","","14441.0","1840021151"
"Orting","Orting","47.0966","-122.2111","United States","US","USA","Washington","","7983","1840019858"
"Fircrest","Fircrest","47.2308","-122.5157","United States","US","USA","Washington","","6794","1840019854"
"Vancouver","Vancouver","45.6352","-122.5970","United States","US","USA","Washington","","175673","1840021189"
"Battle Ground","Battle Ground","45.7764","-122.5413","United States","US","USA","Washington","","20576","1840018523"
"College Place","College Place","46.0431","-118.3869","United States","US","USA","Washington","","9258","1840018490"
"Mount Vernon","Mount Vernon","48.4202","-122.3116","United States","US","USA","Washington","","69528.0","1840019774"
"Ferndale","Ferndale","48.8525","-122.5892","United States","US","USA","Washington","","14026","1840019751"
"Aberdeen","Aberdeen","46.9757","-123.8095","United States","US","USA","Washington","","29089.0","1840018446"
"Shoreline","Shoreline","47.7564","-122.3426","United States","US","USA","Washington","","56189","1840021118"
"Everett","Everett","47.9524","-122.1670","United States","US","USA","Washington","","110079","1840019785"
"Burien","Burien","47.4762","-122.3393","United States","US","USA","Washington","","51671","1840018420"
"Manassas Park","Manassas Park","38.7719","-77.4450","United States","US","USA","Virginia","","16591","1840003838"
"Fairfax","Fairfax","38.8531","-77.2997","United States","US","USA","Virginia","","24097","1840001650"
"Big Stone Gap","Big Stone Gap","36.8627","-82.7768","United States","US","USA","Virginia","","7725.0","1840006481"
"Waynesboro","Waynesboro","38.0674","-78.9013","United States","US","USA","Virginia","","22327","1840003848"
"Lexington","Lexington","37.7825","-79.4440","United States","US","USA","Virginia","","8841.0","1840001689"
"Winchester","Winchester","39.1735","-78.1746","United States","US","USA","Virginia","","74031.0","1840001623"
"Orange","Orange","38.2486","-78.1127","United States","US","USA","Virginia","","5169.0","1840006268"
"Strasburg","Strasburg","38.9961","-78.3549","United States","US","USA","Virginia","","7255.0","1840006004"
"Radford","Radford","37.1229","-80.5587","United States","US","USA","Virginia","","17658","1840003864"
"Richmond","Richmond","37.5295","-77.4756","United States","US","USA","Virginia","admin","1059907.0","1840001698"
"Virginia Beach","Virginia Beach","36.7335","-76.0435","United States","US","USA","Virginia","","1480383.0","1840003871"
"Herndon","Herndon","38.9700","-77.3867","United States","US","USA","Virginia","","24532","1840006037"
"Chesapeake","Chesapeake","36.6778","-76.3024","United States","US","USA","Virginia","","240397","1840003874"
"Purcellville","Purcellville","39.1378","-77.7110","United States","US","USA","Virginia","","15112.0","1840005875"
"Covington","Covington","37.7786","-79.9868","United States","US","USA","Virginia","","7822.0","1840001688"
"Charlottesville","Charlottesville","38.0375","-78.4855","United States","US","USA","Virginia","","102016.0","1840001678"
"Smithfield","Smithfield","36.9754","-76.6162","United States","US","USA","Virginia","","10551.0","1840006487"
"Norfolk","Norfolk","36.8945","-76.2590","United States","US","USA","Virginia","","244703","1840003869"
"Dumfries","Dumfries","38.5670","-77.3233","United States","US","USA","Virginia","","5230","1840006102"
"Petersburg","Petersburg","37.2043","-77.3913","United States","US","USA","Virginia","","31750","1840003861"
"Falls Church","Falls Church","38.8847","-77.1751","United States","US","USA","Virginia","","14583","1840003835"
"Rocky Mount","Rocky Mount","37.0045","-79.8854","United States","US","USA","Virginia","","6004.0","1840006479"
"Galax","Galax","36.6660","-80.9176","United States","US","USA","Virginia","","6505.0","1840003877"
"Farmville","Farmville","37.2968","-78.3993","United States","US","USA","Virginia","","8577.0","1840006443"
"Martinsville","Martinsville","36.6827","-79.8636","United States","US","USA","Virginia","","33363.0","1840001727"
"Danville","Danville","36.5831","-79.4088","United States","US","USA","Virginia","","47135.0","1840003878"
"Manassas","Manassas","38.7479","-77.4839","United States","US","USA","Virginia","","41501","1840003839"
"Suffolk","Suffolk","36.6953","-76.6398","United States","US","USA","Virginia","","90237","1840003873"
"Harrisonburg","Harrisonburg","38.4362","-78.8735","United States","US","USA","Virginia","","74023.0","1840003844"
"Fredericksburg","Fredericksburg","38.2992","-77.4872","United States","US","USA","Virginia","","164976.0","1840003845"
"Warrenton","Warrenton","38.7176","-77.7975","United States","US","USA","Virginia","","9875","1840006058"
"Marion","Marion","36.8389","-81.5135","United States","US","USA","Virginia","","7547.0","1840006515"
"Broadway","Broadway","38.6082","-78.8017","United States","US","USA","Virginia","","6547.0","1840006136"
"Bridgewater","Bridgewater","38.3863","-78.9675","United States","US","USA","Virginia","","6062","1840006135"
"Culpeper","Culpeper","38.4705","-78.0001","United States","US","USA","Virginia","","19986.0","1840006169"
"Vinton","Vinton","37.2745","-79.8888","United States","US","USA","Virginia","","8065","1840003856"
"Blacksburg","Blacksburg","37.2300","-80.4280","United States","US","USA","Virginia","","92573.0","1840006446"
"Portsmouth","Portsmouth","36.8468","-76.3540","United States","US","USA","Virginia","","94572","1840003872"
"Newport News","Newport News","37.1051","-76.5185","United States","US","USA","Virginia","","179388","1840003862"
"Salem","Salem","37.2864","-80.0555","United States","US","USA","Virginia","","25862","1840001719"
"Leesburg","Leesburg","39.1058","-77.5544","United States","US","USA","Virginia","","54215","1840005872"
"Pulaski","Pulaski","37.0528","-80.7624","United States","US","USA","Virginia","","15496.0","1840006469"
"Staunton","Staunton","38.1593","-79.0611","United States","US","USA","Virginia","","58470.0","1840001670"
"Wytheville","Wytheville","36.9530","-81.0881","United States","US","USA","Virginia","","7024.0","1840006504"
"Bristol","Bristol","36.6179","-82.1607","United States","US","USA","Virginia","","16790","1840003879"
"Ashland","Ashland","37.7596","-77.4715","United States","US","USA","Virginia","","7796","1840006341"
"Hampton","Hampton","37.0551","-76.3629","United States","US","USA","Virginia","","134669","1840003866"
"Roanoke","Roanoke","37.2785","-79.9580","United States","US","USA","Virginia","","216177.0","1840003858"
"Williamsburg","Williamsburg","37.2693","-76.7076","United States","US","USA","Virginia","","80855.0","1840001720"
"Front Royal","Front Royal","38.9260","-78.1838","United States","US","USA","Virginia","","19668.0","1840006045"
"Alexandria","Alexandria","38.8185","-77.0861","United States","US","USA","Virginia","","160035","1840003837"
"Norton","Norton","36.9314","-82.6262","United States","US","USA","Virginia","","10451.0","1840003870"
"Vienna","Vienna","38.8996","-77.2597","United States","US","USA","Virginia","","16544","1840003829"
"Lynchburg","Lynchburg","37.4003","-79.1908","United States","US","USA","Virginia","","125004.0","1840003855"
"Emporia","Emporia","36.6953","-77.5356","United States","US","USA","Virginia","","6366.0","1840003875"
"Woodstock","Woodstock","38.8750","-78.5160","United States","US","USA","Virginia","","7175.0","1840006006"
"Richlands","Richlands","37.0879","-81.8080","United States","US","USA","Virginia","","8768.0","1840006454"
"Poquoson","Poquoson","37.1318","-76.3569","United States","US","USA","Virginia","","12053","1840003863"
"Bedford","Bedford","37.3360","-79.5179","United States","US","USA","Virginia","","7173.0","1840001713"
"Abingdon","Abingdon","36.7089","-81.9713","United States","US","USA","Virginia","","7981","1840006529"
"Franklin","Franklin","36.6831","-76.9386","United States","US","USA","Virginia","","8773.0","1840003876"
"Hopewell","Hopewell","37.2914","-77.2985","United States","US","USA","Virginia","","22621","1840003859"
"Buena Vista","Buena Vista","37.7319","-79.3569","United States","US","USA","Virginia","","6219.0","1840003851"
"South Boston","South Boston","36.7131","-78.9135","United States","US","USA","Virginia","","7929.0","1840037461"
"Christiansburg","Christiansburg","37.1411","-80.4028","United States","US","USA","Virginia","","22259","1840006447"
"Colonial Heights","Colonial Heights","37.2650","-77.3969","United States","US","USA","Virginia","","17830","1840003860"
"Newark","Newark","39.6776","-75.7573","United States","US","USA","Delaware","","33858","1840005578"
"Milford","Milford","38.9091","-75.4224","United States","US","USA","Delaware","","20864.0","1840006069"
"Middletown","Middletown","39.4452","-75.7165","United States","US","USA","Delaware","","34132.0","1840005581"
"Millsboro","Millsboro","38.5866","-75.3019","United States","US","USA","Delaware","","10578.0","1840006079"
"Seaford","Seaford","38.6539","-75.6117","United States","US","USA","Delaware","","7750","1840006071"
"Lewes","Lewes","38.7784","-75.1455","United States","US","USA","Delaware","","27087.0","1840006068"
"Elsmere","Elsmere","39.7385","-75.5946","United States","US","USA","Delaware","","6045","1840005574"
"Georgetown","Georgetown","38.6899","-75.3872","United States","US","USA","Delaware","","10255.0","1840006065"
"Wilmington","Wilmington","39.7415","-75.5413","United States","US","USA","Delaware","","71106","1840005579"
"Ocean View","Ocean View","38.5357","-75.0991","United States","US","USA","Delaware","","13809.0","1840006082"
"Dover","Dover","39.1603","-75.5203","United States","US","USA","Delaware","","115352.0","1840005810"
"New Castle","New Castle","39.6685","-75.5693","United States","US","USA","Delaware","","5348","1840005577"
"Smyrna","Smyrna","39.2922","-75.6077","United States","US","USA","Delaware","","11584","1840005820"
"Washington","Washington","38.9047","-77.0163","United States","US","USA","District of Columbia","primary","5289420.0","1840006060"
"Kaukauna","Kaukauna","44.2776","-88.2644","United States","US","USA","Wisconsin","","16086","1840002403"
"Oconomowoc","Oconomowoc","43.0994","-88.4951","United States","US","USA","Wisconsin","","16717","1840003027"
"Verona","Verona","42.9886","-89.5378","United States","US","USA","Wisconsin","","13107","1840002903"
"Platteville","Platteville","42.7279","-90.4676","United States","US","USA","Wisconsin","","12470.0","1840002981"
"Rice Lake","Rice Lake","45.4864","-91.7447","United States","US","USA","Wisconsin","","9393.0","1840002075"
"North Fond du Lac","North Fond du Lac","43.8107","-88.4861","United States","US","USA","Wisconsin","","5070","1840002607"
"Windsor","Windsor","43.2398","-89.2966","United States","US","USA","Wisconsin","","7057","1840006867"
"Howard","Howard","44.5703","-88.0923","United States","US","USA","Wisconsin","","19634","1840002345"
"Burlington","Burlington","42.6750","-88.2724","United States","US","USA","Wisconsin","","24687.0","1840002491"
"Chippewa Falls","Chippewa Falls","44.9358","-91.3902","United States","US","USA","Wisconsin","","14035","1840002108"
"Waupaca","Waupaca","44.3508","-89.0720","United States","US","USA","Wisconsin","","7521.0","1840002353"
"Lake Geneva","Lake Geneva","42.5825","-88.4282","United States","US","USA","Wisconsin","","15078.0","1840002479"
"Fitchburg","Fitchburg","42.9859","-89.4255","United States","US","USA","Wisconsin","","29485","1840002905"
"Merrill","Merrill","45.1818","-89.7006","United States","US","USA","Wisconsin","","9750.0","1840001562"
"Monona","Monona","43.0540","-89.3334","United States","US","USA","Wisconsin","","8104","1840002920"
"Beaver Dam","Beaver Dam","43.4688","-88.8311","United States","US","USA","Wisconsin","","18003.0","1840002738"
"Little Chute","Little Chute","44.2889","-88.3183","United States","US","USA","Wisconsin","","11403","1840002408"
"Baldwin","Baldwin","44.9541","-92.3710","United States","US","USA","Wisconsin","","5894.0","1840002136"
"Mount Pleasant","Mount Pleasant","42.7129","-87.8873","United States","US","USA","Wisconsin","","26525","1840038102"
"Shorewood","Shorewood","43.0914","-87.8864","United States","US","USA","Wisconsin","","13338","1840003031"
"Columbus","Columbus","43.3354","-89.0300","United States","US","USA","Wisconsin","","6675.0","1840002708"
"Fox Crossing","Fox Crossing","44.2226","-88.4894","United States","US","USA","Wisconsin","","10980","1840038105"
"Beloit","Beloit","42.5230","-89.0184","United States","US","USA","Wisconsin","","63498.0","1840002471"
"Greenfield","Greenfield","42.9619","-88.0051","United States","US","USA","Wisconsin","","36827","1840003039"
"Greendale","Greendale","42.9371","-88.0018","United States","US","USA","Wisconsin","","14159","1840003038"
"Suamico","Suamico","44.6352","-88.0664","United States","US","USA","Wisconsin","","12816","1840000309"
"Pewaukee","Pewaukee","43.0854","-88.2525","United States","US","USA","Wisconsin","","8177","1840003030"
"Fond du Lac","Fond du Lac","43.7720","-88.4396","United States","US","USA","Wisconsin","","54629.0","1840002603"
"Hartland","Hartland","43.1027","-88.3400","United States","US","USA","Wisconsin","","9279","1840003009"
"Edgerton","Edgerton","42.8385","-89.0698","United States","US","USA","Wisconsin","","7363.0","1840002468"
"Hartford","Hartford","43.3218","-88.3781","United States","US","USA","Wisconsin","","15064","1840002831"
"Elkhorn","Elkhorn","42.6711","-88.5377","United States","US","USA","Wisconsin","","12322.0","1840002480"
"Rhinelander","Rhinelander","45.6361","-89.4256","United States","US","USA","Wisconsin","","8738.0","1840002046"
"Baraboo","Baraboo","43.4696","-89.7378","United States","US","USA","Wisconsin","","13891.0","1840002720"
"Plover","Plover","44.4614","-89.5383","United States","US","USA","Wisconsin","","12772","1840002328"
"Janesville","Janesville","42.6855","-89.0136","United States","US","USA","Wisconsin","","70518.0","1840002467"
"Twin Lakes","Twin Lakes","42.5192","-88.2489","United States","US","USA","Wisconsin","","6064","1840003159"
"Marinette","Marinette","45.0873","-87.6324","United States","US","USA","Wisconsin","","18791.0","1840003930"
"Pleasant Prairie","Pleasant Prairie","42.5265","-87.8895","United States","US","USA","Wisconsin","","20762","1840003163"
"Muskego","Muskego","42.8860","-88.1291","United States","US","USA","Wisconsin","","24996","1840003023"
"Manitowoc","Manitowoc","44.0991","-87.6811","United States","US","USA","Wisconsin","","44932.0","1840002213"
"Kronenwetter","Kronenwetter","44.8164","-89.5807","United States","US","USA","Wisconsin","","7736","1840038099"
"Lake Hallie","Lake Hallie","44.8921","-91.4200","United States","US","USA","Wisconsin","","6716","1840000279"
"Kenosha","Kenosha","42.5863","-87.8759","United States","US","USA","Wisconsin","","124888.0","1840003160"
"Slinger","Slinger","43.3317","-88.2799","United States","US","USA","Wisconsin","","5427","1840002828"
"Jefferson","Jefferson","43.0044","-88.8084","United States","US","USA","Wisconsin","","8015","1840003001"
"Hales Corners","Hales Corners","42.9410","-88.0491","United States","US","USA","Wisconsin","","7642","1840003040"
"Sussex","Sussex","43.1339","-88.2232","United States","US","USA","Wisconsin","","10819","1840003006"
"Union Grove","Union Grove","42.6869","-88.0502","United States","US","USA","Wisconsin","","7033.0","1840002487"
"Mukwonago","Mukwonago","42.8566","-88.3270","United States","US","USA","Wisconsin","","21882.0","1840003022"
"Watertown","Watertown","43.1893","-88.7285","United States","US","USA","Wisconsin","","23145.0","1840003000"
"Ripon","Ripon","43.8436","-88.8386","United States","US","USA","Wisconsin","","8008.0","1840002609"
"Onalaska","Onalaska","43.8880","-91.2074","United States","US","USA","Wisconsin","","18712","1840002579"
"Middleton","Middleton","43.1064","-89.5059","United States","US","USA","Wisconsin","","19660","1840002919"
"Ashland","Ashland","46.5801","-90.8715","United States","US","USA","Wisconsin","","6944.0","1840003916"
"Waterford","Waterford","42.7647","-88.2159","United States","US","USA","Wisconsin","","5487","1840002488"
"Delavan","Delavan","42.6281","-88.6324","United States","US","USA","Wisconsin","","12003.0","1840002483"
"Sparta","Sparta","43.9376","-90.8130","United States","US","USA","Wisconsin","","10054.0","1840002565"
"De Forest","De Forest","43.2320","-89.3424","United States","US","USA","Wisconsin","","10340","1840037935"
"La Crosse","La Crosse","43.8241","-91.2268","United States","US","USA","Wisconsin","","101886.0","1840002577"
"Hobart","Hobart","44.4965","-88.1602","United States","US","USA","Wisconsin","","8896","1840038100"
"Whitewater","Whitewater","42.8372","-88.7341","United States","US","USA","Wisconsin","","14374.0","1840002476"
"Stevens Point","Stevens Point","44.5241","-89.5508","United States","US","USA","Wisconsin","","43520.0","1840002320"
"Prairie du Chien","Prairie du Chien","43.0434","-91.1383","United States","US","USA","Wisconsin","","6571.0","1840002890"
"Kimberly","Kimberly","44.2670","-88.3377","United States","US","USA","Wisconsin","","6790","1840002404"
"Sun Prairie","Sun Prairie","43.1829","-89.2353","United States","US","USA","Wisconsin","","32894","1840002902"
"Prairie du Sac","Prairie du Sac","43.2920","-89.7352","United States","US","USA","Wisconsin","","8523.0","1840002726"
"Oshkosh","Oshkosh","44.0228","-88.5616","United States","US","USA","Wisconsin","","75154.0","1840002246"
"Evansville","Evansville","42.7781","-89.2967","United States","US","USA","Wisconsin","","6033.0","1840002469"
"Marshfield","Marshfield","44.6627","-90.1728","United States","US","USA","Wisconsin","","18697.0","1840002336"
"Grafton","Grafton","43.3204","-87.9480","United States","US","USA","Wisconsin","","11643","1840002823"
"Cudahy","Cudahy","42.9467","-87.8639","United States","US","USA","Wisconsin","","18282","1840003045"
"Sheboygan","Sheboygan","43.7447","-87.7322","United States","US","USA","Wisconsin","","69920.0","1840002628"
"Caledonia","Caledonia","42.7987","-87.8762","United States","US","USA","Wisconsin","","25002","1840010091"
"Menomonee Falls","Menomonee Falls","43.1487","-88.1227","United States","US","USA","Wisconsin","","37443","1840003020"
"Rothschild","Rothschild","44.8761","-89.6173","United States","US","USA","Wisconsin","","5325","1840002172"
"Weston","Weston","44.8906","-89.5487","United States","US","USA","Wisconsin","","15167","1840038093"
"Germantown","Germantown","43.2343","-88.1217","United States","US","USA","Wisconsin","","19982","1840002830"
"Menominee","Menominee","44.8893","-91.9085","United States","US","USA","Wisconsin","","18025.0","1840037988"
"New London","New London","44.3950","-88.7393","United States","US","USA","Wisconsin","","7448.0","1840002361"
"Reedsburg","Reedsburg","43.5345","-89.9971","United States","US","USA","Wisconsin","","9476.0","1840002727"
"Port Washington","Port Washington","43.3847","-87.8852","United States","US","USA","Wisconsin","","11762","1840002826"
"Kiel","Kiel","43.9167","-88.0266","United States","US","USA","Wisconsin","","6974.0","1840002210"
"Mount Horeb","Mount Horeb","43.0060","-89.7317","United States","US","USA","Wisconsin","","7407.0","1840002921"
